,imdb_title_id,title,original_title,year,DATE,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,CPI_Multiplier,budget_adj,genre2,oscar,oscar2
1764,tt0055254,La carica dei 101,One Hundred and One Dalmatians,1961,1961,"Animation, Adventure, Comedy",79,USA,English,"Clyde Geronimi, Hamilton Luske","Bill Peet, Dodie Smith",Walt Disney Productions,"Rod Taylor, J. Pat O'Malley, Betty Lou Gerson, Martha Wentworth, Ben Wright, Cate Bauer, David Frankham, Frederick Worlock, Lisa Davis, Tom Conway, Tudor Owen, George Pelling, Ramsay Hill, Sylvia Marriott, Queenie Leonard","When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, the parents must find them before she uses them for a diabolical fashion statement.",7.2,149029,4000000,144880014,$ 216026182,83.0,140.0,100.0,9.25314127473133,37.01256509892532,Comedy,False,False
1780,tt0055614,West Side Story,West Side Story,1961,1962,"Crime, Drama, Musical",153,USA,"English, Spanish","Jerome Robbins, Robert Wise","Ernest Lehman, Arthur Laurents",The Mirisch Corporation,"Natalie Wood, Richard Beymer, Russ Tamblyn, Rita Moreno, George Chakiris, Simon Oakland, Ned Glass, William Bramley, Tucker Smith, Tony Mordente, David Winters, Eliot Feld, Bert Michaels, David Bean, Robert Banas","Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",7.5,94819,6000000,44055492,$ 44061777,86.0,396.0,137.0,9.143613133193666,54.86167879916199,Drama,True,True
1796,tt0056085,La conquista del West,How the West Was Won,1962,1963,Western,164,USA,"English, Arapaho","John Ford, Henry Hathaway",James R. Webb,Metro-Goldwyn-Mayer (MGM),"Carroll Baker, Lee J. Cobb, Henry Fonda, Carolyn Jones, Karl Malden, Gregory Peck, George Peppard, Robert Preston, Debbie Reynolds, James Stewart, Eli Wallach, John Wayne, Richard Widmark, Brigid Bazlen, Walter Brennan","A family saga covering several decades of Westward expansion in the nineteenth century - including the Gold Rush, the Civil War, and the building of the railroads.",7.1,18210,15000000,76729,$ 76729,56.0,175.0,41.0,9.031720199760253,135.4758029964038,Other,True,True
1803,tt0056218,Va' e uccidi,The Manchurian Candidate,1962,1963,"Drama, Thriller",126,USA,"English, Spanish",John Frankenheimer,"Richard Condon, George Axelrod",M.C. Productions,"Frank Sinatra, Laurence Harvey, Janet Leigh, Angela Lansbury, Henry Silva, James Gregory, Leslie Parrish, John McGiver, Khigh Dhiegh, James Edwards, Douglas Henderson, Albert Paulsen, Barry Kelley, Lloyd Corrigan, Madame Spivy",A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,7.9,70205,2200000,2757256,$ 2757256,94.0,341.0,117.0,9.031720199760253,19.869784439472557,Thriller,True,True
1820,tt0056592,Il buio oltre la siepe,To Kill a Mockingbird,1962,1963,"Crime, Drama",129,USA,English,Robert Mulligan,"Harper Lee, Horton Foote",Pakula-Mulligan,"Gregory Peck, John Megna, Frank Overton, Rosemary Murphy, Ruth White, Brock Peters, Estelle Evans, Paul Fix, Collin Wilcox Paxton, James Anderson, Alice Ghostley, Robert Duvall, William Windom, Crahan Denton, Richard Hale","Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",8.2,288787,2000000,592237,$ 599146,88.0,571.0,153.0,9.031720199760253,18.063440399520506,Drama,True,True
1848,tt0057193,"Questo pazzo, pazzo, pazzo, pazzo mondo",It's a Mad Mad Mad Mad World,1963,1964,"Action, Adventure, Comedy",210,USA,English,Stanley Kramer,"William Rose, Tania Rose",Casey Productions,"Spencer Tracy, Milton Berle, Sid Caesar, Buddy Hackett, Ethel Merman, Mickey Rooney, Dick Shawn, Phil Silvers, Terry-Thomas, Jonathan Winters, Edie Adams, Dorothy Provine, Eddie 'Rochester' Anderson, Jim Backus, Ben Blue","A group of motorists hear about a crook's hidden stash of loot, and race against each other across the country to get to it.",7.5,37207,9400000,46332858,$ 46332858,59.0,399.0,73.0,8.917552355505515,83.82499214175184,Comedy,True,True
1864,tt0057546,La spada nella roccia,The Sword in the Stone,1963,1964,"Animation, Adventure, Comedy",79,USA,English,"Wolfgang Reitherman, Clyde Geronimi","Bill Peet, T.H. White",Walt Disney Productions,"Sebastian Cabot, Karl Swenson, Rickie Sorensen, Junius Matthews, Ginny Tyler, Martha Wentworth, Norman Alden, Alan Napier, Richard Reitherman, Robert Reitherman","A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",7.2,87317,3000000,12000000,$ 12000000,61.0,101.0,70.0,8.917552355505515,26.752657066516544,Comedy,False,False
1891,tt0058331,Mary Poppins,Mary Poppins,1964,1965,"Comedy, Family, Fantasy",139,USA,English,Robert Stevenson,"Bill Walsh, Don DaGradi",Walt Disney Productions,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Reta Shaw, Karen Dotrice, Matthew Garber, Elsa Lanchester, Arthur Treacher, Reginald Owen, Ed Wynn, Jane Darwell, Arthur Malet, James Logan","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",7.8,154320,6000000,102272727,$ 103082283,88.0,331.0,160.0,8.77861252822676,52.67167516936056,Family,True,True
1894,tt0058385,My Fair Lady,My Fair Lady,1964,1965,"Drama, Family, Musical",170,USA,English,George Cukor,"Alan Jay Lerner, George Bernard Shaw",Warner Bros.,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Mona Washbourne, Isobel Elsom, John Holland",Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,7.8,84812,17000000,72560711,$ 72661442,95.0,326.0,94.0,8.77861252822676,149.23641297985495,Family,True,True
1932,tt0059418,Sierra Charriba,Major Dundee,1965,1965,"Adventure, War, Western",123,USA,"English, French, Spanish",Sam Peckinpah,"Harry Julian Fink, Harry Julian Fink",Jerry Bresler Productions,"Charlton Heston, Richard Harris, Jim Hutton, James Coburn, Michael Anderson Jr., Senta Berger, Mario Adorf, Brock Peters, Warren Oates, Ben Johnson, R.G. Armstrong, L.Q. Jones, Slim Pickens, Karl Swenson, Michael Pate","In 1864, due to frequent Apache raids from Mexico into the U.S., a Union officer decides to illegally cross the border and destroy the Apache, using a mixed army of Union troops, Confederate POWs, civilian mercenaries, and scouts.",6.7,6919,3800000,20807,$ 20807,62.0,79.0,64.0,8.77861252822676,33.35872760726169,Other,True,True
1946,tt0059742,Tutti insieme appassionatamente,The Sound of Music,1965,1965,"Biography, Drama, Family",172,USA,"English, German",Robert Wise,"George Hurdalek, Howard Lindsay",Robert Wise Productions,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn, Peggy Wood, Charmian Carr, Heather Menzies-Urich, Nicholas Hammond, Duane Chase, Angela Cartwright, Debbie Turner, Kym Karath, Anna Lee, Portia Nelson, Ben Wright",A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,8.0,198561,8200000,159287539,$ 159413574,63.0,486.0,137.0,8.77861252822676,71.98462273145944,Family,True,True
1982,tt0061184,Chi ha paura di Virginia Woolf?,Who's Afraid of Virginia Woolf?,1966,1966,Drama,131,USA,"English, Latin, Spanish",Mike Nichols,Ernest Lehman,Warner Bros.,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis","A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",8.0,67817,7500000,28000000,$ 28005068,75.0,291.0,97.0,8.522389611266068,63.91792208449551,Drama,True,True
1995,tt0061722,Il laureato,The Graduate,1967,1968,"Comedy, Drama, Romance",106,USA,English,Mike Nichols,"Calder Willingham, Buck Henry",Lawrence Truman Productions,"Anne Bancroft, Dustin Hoffman, Katharine Ross, William Daniels, Murray Hamilton, Elizabeth Wilson, Buck Henry, Brian Avery, Walter Brooke, Norman Fell, Alice Ghostley, Marion Lorne, Eddra Gale",A disillusioned college graduate finds himself torn between his older lover and her daughter.,8.0,249910,3000000,104945305,$ 105015008,83.0,752.0,184.0,7.95318952086686,23.85956856260058,Comedy,True,True
1997,tt0061735,Indovina chi viene a cena?,Guess Who's Coming to Dinner,1967,1968,"Comedy, Drama",108,USA,English,Stanley Kramer,William Rose,Columbia Pictures,"Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton, Cecil Kellaway, Beah Richards, Roy Glenn, Isabel Sanford, Virginia Christine, Alexandra Hay, Barbara Randolph, D'Urville Martin, Tom Heaton, Grace Gaynor, Skip Martin",A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,7.8,38349,4000000,56666667,$ 56666667,63.0,384.0,72.0,7.95318952086686,31.81275808346744,Comedy,True,True
1999,tt0061747,Impiccalo più in alto,Hang 'Em High,1968,1968,"Drama, Western",114,USA,English,Ted Post,"Leonard Freeman, Mel Goldberg",Leonard Freeman Production,"Clint Eastwood, Inger Stevens, Ed Begley, Pat Hingle, Ben Johnson, Charles McGraw, Ruth White, Bruce Dern, Alan Hale Jr., Arlene Golonka, James Westerfield, Dennis Hopper, L.Q. Jones, Michael O'Sullivan, Joseph Sirola","When an innocent man barely survives a lynching, he returns as a lawman determined to bring the vigilantes to justice.",7.0,34306,1600000,11000000,$ 11000000,62.0,136.0,44.0,7.95318952086686,12.725103233386976,Drama,True,True
2009,tt0061852,Il libro della giungla,The Jungle Book,1967,1968,"Animation, Adventure, Family",78,USA,English,"Wolfgang Reitherman, James Algar","Larry Clemmons, Ralph Wright",Walt Disney Animation Studios,"Phil Harris, Sebastian Cabot, Bruce Reitherman, George Sanders, Sterling Holloway, Louis Prima, J. Pat O'Malley, Verna Felton, Clint Howard, Chad Stuart, Lord Tim Hudson, John Abbott, Ben Wright, Darleen Carr",Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,7.6,162375,4000000,141843612,$ 210310084,65.0,172.0,131.0,7.95318952086686,31.81275808346744,Family,True,True
2034,tt0062765,Bullitt,Bullitt,1968,1969,"Action, Crime, Thriller",114,USA,English,Peter Yates,"Alan Trustman, Harry Kleiner",Solar Productions,"Steve McQueen, Robert Vaughn, Jacqueline Bisset, Don Gordon, Robert Duvall, Simon Oakland, Norman Fell, Georg Stanford Brown, Justin Tarr, Carl Reindel, Felice Orlandi, Vic Tayback, Robert Lipton, Ed Peck, Pat Renella","An all guts, no glory San Francisco cop becomes determined to find the underworld kingpin that killed the witness in his protection.",7.4,59535,5500000,511350,$ 511350,81.0,382.0,109.0,7.542200701770567,41.48210385973812,Action,True,True
2035,tt0062824,L'uomo dalla cravatta di cuoio,Coogan's Bluff,1968,1968,"Action, Comedy, Crime",93,USA,English,Don Siegel,"Herman Miller, Dean Riesner",Universal Pictures,"Clint Eastwood, Lee J. Cobb, Susan Clark, Tisha Sterling, Don Stroud, Betty Field, Tom Tully, Melodie Johnson, James Edwards, Rudy Diaz, David Doyle, Louis Zorich, Meg Myles, Marjorie Bennett, Seymour Cassel",Arizona Deputy Sheriff Coogan (,6.5,15324,1500000,3110000,$ 3110000,,96.0,34.0,7.95318952086686,11.92978428130029,Comedy,True,True
2042,tt0062994,Funny Girl,Funny Girl,1968,1969,"Biography, Comedy, Drama",151,USA,English,William Wyler,"Isobel Lennart, Isobel Lennart",Columbia Pictures,"Barbra Streisand, Omar Sharif, Kay Medford, Anne Francis, Walter Pidgeon, Lee Allen, Mae Questel, Gerald Mohr, Frank Faylen, Mittie Lawrence, Gertrude Flynn, Penny Santon, John Harmon, Thordis Brandt, Bettina Brenna",The life of,7.4,18998,14100000,52223306,$ 52224263,89.0,98.0,58.0,7.542200701770567,106.345029894965,Comedy,True,True
2056,tt0063350,La notte dei morti viventi,Night of the Living Dead,1968,1970,"Horror, Thriller",96,USA,English,George A. Romero,"John A. Russo, George A. Romero",Image Ten,"Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman, Keith Wayne, Judith Ridley, Kyra Schon, Charles Craig, S. William Hinzman, George Kosana, Frank Doak, Bill Cardille, A.C. McDonald, Samuel R. Solito, Mark Ricci","A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a bloodthirsty, flesh-eating breed of monsters who are ravaging the East Coast of the United States.",7.9,113263,114000,236452,$ 236452,89.0,650.0,226.0,7.125714082714512,0.8123314054294544,Horror,False,False
2057,tt0063374,La strana coppia,The Odd Couple,1968,1968,Comedy,105,USA,English,Gene Saks,"Neil Simon, Neil Simon",Paramount Pictures,"Jack Lemmon, Walter Matthau, John Fiedler, Herb Edelman, David Sheiner, Larry Haines, Monica Evans, Carole Shelley, Iris Adrian","Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",7.7,30880,1200000,44527234,$ 44527234,86.0,134.0,69.0,7.95318952086686,9.543827425040233,Comedy,True,True
2061,tt0063442,Il pianeta delle scimmie,Planet of the Apes,1968,1968,"Adventure, Sci-Fi",112,USA,English,Franklin J. Schaffner,"Michael Wilson, Rod Serling",APJAC Productions,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore, James Daly, Linda Harrison, Robert Gunner, Lou Wagner, Woodrow Parfrey, Jeff Burton, Buck Kartalian, Norman Burton, Wright King, Paul Lambert","An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",8.0,162872,5800000,32589624,$ 32599045,79.0,447.0,152.0,7.95318952086686,46.12849922102778,Other,True,True
2063,tt0063462,"Per favore, non toccate le vecchiette",The Producers,1967,1971,"Comedy, Music",88,USA,"English, German",Mel Brooks,Mel Brooks,Crossbow Productions,"Zero Mostel, Gene Wilder, Dick Shawn, Kenneth Mars, Estelle Winwood, Christopher Hewett, Andréas Voutsinas, Lee Meredith, Renée Taylor, Michael Davis, John Zoller, Madelyn Cates, Frank Campanella, Arthur Rubin, Zale Kessler",A stage-play producer devises a plan to make money by producing a sure-fire flop.,7.6,49059,941000,328673,$ 375143,96.0,264.0,97.0,6.831533170318351,6.428472713269568,Comedy,True,False
2081,tt0064115,Butch Cassidy,Butch Cassidy and the Sundance Kid,1969,1969,"Biography, Crime, Drama",110,USA,"English, Spanish",George Roy Hill,William Goldman,Campanile Productions,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Henry Jones, Jeff Corey, George Furth, Cloris Leachman, Ted Cassidy, Kenneth Mars, Donnelly Rhodes, Jody Gilbert, Timothy Scott, Don Keefer, Charles Dierkop","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",8.0,199182,6000000,102308889,$ 102310639,66.0,430.0,107.0,7.542200701770567,45.25320421062341,Drama,True,True
2088,tt0064276,Easy Rider,Easy Rider,1969,1970,"Adventure, Drama",95,USA,"English, Spanish, Greek, Ancient (to 1453)",Dennis Hopper,"Peter Fonda, Dennis Hopper",Pando Company Inc.,"Peter Fonda, Dennis Hopper, Antonio Mendoza, Phil Spector, Mac Mashourian, Warren Finnerty, Tita Colorado, Luke Askew, Luana Anders, Sabrina Scharf, Sandy Brown Wyeth, Robert Walker Jr., Robert Ball, Carmen Phillips, Ellie Wood Walker","Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.",7.3,97792,360000,123276,$ 123276,85.0,426.0,134.0,7.125714082714512,2.5652570697772243,Drama,True,False
2092,tt0064418,"Hello, Dolly!","Hello, Dolly!",1969,1969,"Adventure, Comedy, Musical",146,USA,English,Gene Kelly,"Michael Stewart, Thornton Wilder",Chenault Productions,"Barbra Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew, Danny Lockin, E.J. Peaker, Joyce Ames, Tommy Tune, Judy Knaiz, David Hurst, Fritz Feld, Richard Collier, J. Pat O'Malley, Louis Armstrong","Matchmaker Dolly Levi travels to Yonkers to find a partner for ""half-a-millionaire"" Horace Vandergelder, convincing his niece, his niece's intended, and his two clerks to travel to New York City along the way.",7.1,13203,25000000,400881,$ 400881,51.0,126.0,34.0,7.542200701770567,188.55501754426416,Comedy,True,True
2101,tt0064665,Un uomo da marciapiede,Midnight Cowboy,1969,1969,Drama,113,USA,"English, Italian",John Schlesinger,"Waldo Salt, James Leo Herlihy",Jerome Hellman Productions,"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver, Brenda Vaccaro, Barnard Hughes, Ruth White, Jennifer Salt, Gilman Rankin, Gary Owens, T. Tom Marlow, George Eppersen, Al Scott, Linda Davis, J.T. Masters","A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",7.8,98735,3600000,44785053,$ 44801177,79.0,393.0,123.0,7.542200701770567,27.151922526374044,Drama,True,True
2104,tt0064782,La ballata della città senza nome,Paint Your Wagon,1969,1970,"Comedy, Drama, Musical",164,USA,English,Joshua Logan,"Alan Jay Lerner, Alan Jay Lerner",Alan Jay Lerner Productions,"Lee Marvin, Clint Eastwood, Jean Seberg, Harve Presnell, Ray Walston, Tom Ligon, Alan Dexter, William O'Connell, Benny Baker, Alan Baxter, Paula Trueman, Robert Easton, Geoffrey Norman, H.B. Haggerty, Terry Jenkins",Two unlikely prospector partners share the same wife in a California gold rush mining town.,6.6,12067,20000000,14500000,$ 14500000,50.0,128.0,26.0,7.125714082714512,142.51428165429022,Comedy,True,True
